,index,date,full_date,id,text,time
211,211,2020-10-04,2020-10-04 13:38:06,1249013389843525632,"#TrumpHasCovid

Why #remdesivir ?

What about #Hydroxychloroquine?

Remember ""What you got to loose?"".",13:38:06
212,212,2020-10-05,2020-10-05 04:24:48,1248605838895280130,"No one in batshit crazy #MAGA moron world seems to be putting on their “critical thinking caps” and questioning why trumps world class physicians aren’t incorporating #Hydroxychloroquine into his Covid treatment regimen 

 Red dye eat their brains??",04:24:48
213,213,2020-10-05,2020-10-05 05:32:25,1252707982686724096,Hey @realDonaldTrump forget #remdesivir and #hydroxychloroquine I hear the Russians have a great treatment for #Coronavirus is called #novichok. Maybe try your pal Vladimir.,05:32:25
214,214,2020-10-05,2020-10-05 05:28:00,1278078420136726528,No treatment for #TrumpCovid19 has INCLUDED hydroxychloroquine. Pass it on! #nswpol #auspol #Hydroxychloroquine #FakeCovidTrump,05:28:00
215,215,2020-10-04,2020-10-04 15:14:11,1276590161317502976,"""Christie had begun “a treatment course of remdesivir - is usually given to patients who have - trouble breathing.""

#TrumpFLU 7,601,182 INFECTED
#TrumpKNEW 214,280 DEAD!
#Trump2020 #BestPeople #COVIDIOTS
#GOPcoverup #GoodbyeGOP
#MAGA #QAnon #WalkingDEAD

https://t.co/9JDHAUVbQo",15:14:11
216,216,2020-10-05,2020-10-05 17:57:17,1313490445171818496,"Is #Remdesivir a #zinc ionophore?

A more expensive and toxic version of #hydroxychloroquine? 
https://t.co/k7bFiqgeRM",17:57:17
217,217,2020-10-04,2020-10-04 11:18:17,1257418083515404288,"PLEASE NOTE:

@realDonaldTrump did NOT take #Hydroxychloroquine #HCQ as #COVID19 treatment.

Per Dr. Conley:
“...remdesivir....polyclonal antibody cocktail....in addition, zinc, Vitamin D, famotidine, melatonin and a daily aspirin.” 

https://t.co/m1tXKQVzjl",11:18:17
218,218,2020-04-09,2020-04-09 22:39:36,1290380984513429505,"Yale Medical Center treatment guidelines for #Hydroxychloroquine 

https://t.co/CJb9eRwCGj",22:39:36
219,219,2020-04-10,2020-04-10 17:19:07,1319612085693722624,"The HCQ-AZ combination, when started immediately after diagnosis, is a safe and efficient treatment for COVID-19, with a mortality rate of 0.5% in older patients. It avoids worsening and clears virus persistence and contagiosity in most cases. #Hydroxychloroquine",17:19:07
220,220,2020-04-10,2020-04-10 17:16:53,1258684947289772032,"#France  #Coronavirus

#TRUMP'S MIRACLE DRUG: French Study of 1,000+ Patients Including Seniors See 98% Success Rate with #Hydroxychloroquine-Azithromycin Regimen https://t.co/0EBYQkNvKL",17:16:53
221,221,2020-04-10,2020-04-10 21:42:10,1255551303977070592,Why #Remdesivir and #Hydroxychloroquine for #COVID19? - https://t.co/Y9OekPgU3r https://t.co/XZEKSUFbUq by @NatCounterPunch,21:42:10
222,222,2020-04-10,2020-04-10 20:40:22,1262517738582544385,"TRUMP'S #MIRACLE #DRUG: French Study of 1,000+ Patients Including Seniors See 98% Success Rate with #Hydroxychloroquine-#Azithromycin Regimen https://t.co/sehXAb80Zk",20:40:22
223,223,2020-04-10,2020-04-10 18:18:06,1272916590506446850,"TRUMP'S MIRACLE DRUG: French Study of 1,000+ Patients Including Seniors See 98% Success Rate with Hydroxychloroquine-Azithromycin Regimen https://t.co/rmDuR5NnV2 #TrumpMiracleDrug #Hydroxychloroquine #Trump2020",18:18:06
224,224,2020-04-10,2020-04-10 18:23:00,1282087590573805570,"Clinical trial of potential #coronavirus #treatment #hydroxychloroquine begins, NIH says. https://t.co/7WNOuEXinH",18:23:00
225,225,2020-04-10,2020-04-10 21:14:11,1248707582535049219,"TRUMP'S MIRACLE DRUG: French Study of 1,000+ Patients Including Seniors See #98% #Success Rate with #Hydroxychloroquine  #Azithromycin  #Regimen
.
https://t.co/ryceoisYRK",21:14:11
226,226,2020-04-10,2020-04-10 20:21:02,1260225152173977603,"TRUMP'S MIRACLE DRUG: French Study of 1,000+ Patients Including Seniors See 98% Success Rate with #Hydroxychloroquine-Azithromycin Regimen (People die because Govt has been so slow to allow Treatment!)  https://t.co/4vbfPPDYTF",20:21:02
227,227,2020-04-10,2020-04-10 21:25:01,1278348496722997248,".@GileadSciences has increased the number of patients involved in 2 trials for its experimental #CCPVirus treatment #Remdesivir from 400 to 2,400. https://t.co/ExfWYoV77n",21:25:01
228,228,2020-04-11,2020-04-11 09:47:10,1247518678817505282,"Hydroxychloroquine causing heart issues on Coronavirus patients as remdesivir shows potential

#Hydroxychloroquine #coronavirus 

https://t.co/dIkd6QikKV",09:47:10
229,229,2020-04-10,2020-04-10 13:36:44,1257554451839082496,"Currently in the #UK, five possible medicines are used for treating the #coronavirus, namely #placebo, 
#hydroxychloroquine, #kaletra, #dexamethasone, #interferon. 
https://t.co/QWQUw7GXUw",13:36:44
230,230,2020-04-11,2020-04-11 21:39:03,1279754990647640066,New York county executives want Cuomo to lift restrictions on #hydroxychloroquine treatment https://t.co/yd1P5HNPL4 #chloroquine #HCQ #favipiravir #Remdesivir #tocilizumab #ivermectin #COVID19 #coronavirusus #CDC #COVID #coronavirusnewyork #CoronaVirusSeattle #coronavirusUSA,21:39:03
231,231,2020-04-11,2020-04-11 19:48:47,1279755257652838401,Unlike #Hydroxychloroquine COVID-19 drug #remdesivir shows encouraging results  https://t.co/BawjaDBq13,19:48:47
232,232,2020-04-11,2020-04-11 19:39:35,1279560025451778048,Why doesn’t ANYONE I ask in Colorado know about #Covid_19  treatment #Hydroxychloroquine ????,19:39:35
233,233,2020-04-11,2020-04-11 18:42:07,1279567208994275330,"#Hydroxychloroquine 
zpack
#remdesivir
Apparently we have options of medications

The dr and patients should decide which one to take not governors",18:42:07
234,234,2020-04-12,2020-04-12 13:08:55,1272654115932459008,Breaking News: New Major Contraindication to Hydroxychloroquine for COVID-19 Treatment! https://t.co/yorKzcqlMw #covid_19 #covid19 #media #hydroxychloroquine #media #research #treatment,13:08:55
235,235,2020-04-07,2020-04-07 14:51:37,1294085158715482112,"#Hydroxychloroquine rated ‘most effective’ #coronavirus treatment, poll of doctors finds 

https://t.co/W2RJWrOaoK",14:51:37
236,236,2020-04-07,2020-04-07 13:36:45,1288379910868828162,"#Hydroxychloroquine and #chloroquine to treat #COVID19, are really efficient? #coronavirus #sarscov2 https://t.co/PS6R85gvmR",13:36:45
237,237,2020-04-08,2020-04-08 15:13:58,1314957393554481152,Early stage #COVID19 #Hydroxychloroquine treatment protocol https://t.co/a6UAHd9ESQ,15:13:58
238,238,2020-04-07,2020-04-07 21:23:00,1312247478826209285,"#Hydroxychloroquine rated ‘most effective’ #coronavirus treatment, poll of doctors finds

https://t.co/aIpx0XbrQA",21:23:00
239,239,2020-04-07,2020-04-07 22:31:18,1249424852076957698,So when the WHO or France first says that #Hydroxychloroquine is the most efficient (and cheapest!) treatment to fight #COVID19 what are people denying the early very promising (yet small scale) studies going to say? #notimeforpolitics @raoult_didier @IHU_Marseille,22:31:18
240,240,2020-04-07,2020-04-07 20:29:45,1249424850793508870,#Hydroxychloroquine for Potential Covid-19 Treatment https://t.co/YhVr29k5iq,20:29:45
241,241,2020-04-08,2020-04-08 15:08:38,1288132636263821322,Cuban compound Interferon #Alpha-2b was top choice medication to treat #covid19 patients in China!  Canada &amp; US don’t use it for POLITICAL &amp; FINANCIAL reasons of their leaders but other countries do. #Hydroxychloroquine #coronavirus,15:08:38
242,242,2020-04-13,2020-04-13 01:41:40,1249089605430845445,"Study: Two-thirds of #WuhanVirus patients showing improvement after treatment with #Remdesivir

https://t.co/NXklApiiD3",01:41:40
243,243,2020-04-18,2020-04-18 13:57:11,1251426758353707008,"#Avigan
#Remdesivir 
#HydroxyChloroquine 

In desperation ... BUT ... not proven!  Still pending.
Be aware and BEWARE!  Drug companies at your doorsteps!",13:57:11
244,244,2020-04-19,2020-04-19 07:12:04,1286680596006055938,"Every #Drug, #Vaccine and #Treatment being tested to treat #COVID19 or #CoronavirusUSA or #CCPVirus.  https://t.co/PBqrtqsy3H #alwayslearning #upskillcreate #remdesivir #Hydroxychloroquine #chloroquine #Actemra #Kevzara #Jakavi #mRNA #Kaletra #Serology #NKG2D #NVX #RhACE2",07:12:04
245,245,2020-04-19,2020-04-19 06:41:35,1288658601670840321,"Plaquenil? For #COVID19 treatment? *forehead scrunch* 
#Hydroxychloroquine",06:41:35
246,246,2020-04-24,2020-04-24 00:44:34,1265336559978647552,#Remdesivir: ‘High hopes' drug for #Covid-19 treatment failed in full trial #WuhanVirus- The Guardian https://t.co/D4VUmpTc1E via @nuzzel,00:44:34
247,247,2020-04-23,2020-04-23 23:18:04,1314679905804746754,"#COVID19 severe pneumonia drug RUCONEST® (existing drug for HAE)

1st clinical trial results
Patients with severe pneumonia who did not improve despite standard treatment, including #hydroxychloroquine and lopinavir/ritonavir, were administered RUCONEST®

https://t.co/3m8voNebbF",23:18:04
248,248,2020-04-29,2020-04-29 05:24:49,1317104106847281152,"#Covid19 Treatment Solutions: #France ??
Professor Didier Raoult, infectious disease specialist, microbiologist, physician on #Hydroxychloroquine

HCQ-AZ combo is safe &amp; efficient treatment
clears virus persistence &amp; contagiosity, in most cases.

???
https://t.co/soz9fGEoFH",05:24:49
249,249,2020-04-27,2020-04-27 23:34:52,1252808049892491264,"There are now over 1100 clinical trials on #COVID19, and majority of therapeutic ones are #hydroxychloroquine (over 20) followed by #lopinavir/ritonivir then #Remdesivir. People should stop politically bagging potential treatments and let the clinicians get on with it.",23:34:52
250,250,2020-04-16,2020-04-16 03:41:51,1263231851243745286,"#coronavirus #hydroxychloroquine #remdesivir #cnbc
Bloomberg News: Hyped Malaria Pill Doesn’t Help Clear Coronavirus in Study.
https://t.co/obldhGjImy

via @GoogleNews",03:41:51
251,251,2020-04-17,2020-04-17 08:05:27,1262590945704329222,"#COVID-19 treatment update (data as of Apr 14’20): #Remdesivir, #Hydroxychloroquine #Leronlimab #Ivermectin #Sanofi #GSK #Gilead #coronavirus  https://t.co/cMTaXDU9sg",08:05:27
252,252,2020-04-17,2020-04-17 15:02:07,1263213298381709312,"If Remdesivir proves to be THE drug for Covid-19 infection then will Trump give it to India at an affordable cost?

Treatment cost is expected to be from USD 250 to 1000!

#coronavirus 
#coronaupdatesindia 
#Hydroxychloroquine 
#Remdesivir",15:02:07
253,253,2020-04-18,2020-04-18 02:03:05,1267582628393148416,How Italian specialists are treating COVID19 patients in their owns homes with hydroxychloroquine #Plaquenil and azithromycin https://t.co/g0SzREEZzq #auspol #SARSCoV2 #remdesivir #HydroxyChloroquine #coronavirus #COVID19 @normanswan,02:03:05
254,254,2020-04-18,2020-04-18 01:11:00,1272716640166109184,"#Remdesivir is all the buzz for treating the #ChinaVirus.

Remdesivir costs $1,000 for treating this virus.

#Hydroxychloroquine &amp; azithromycin costs $20 for treatment.

I hate to be cynical, but which do you think will be the miracle drug?

Is Remdesivir made in #China??  ???",01:11:00
255,255,2020-04-17,2020-04-17 04:54:42,1256186376229400576,"Gilead's new drug #Remdesivir is the new wonder drug after 
#Hydroxychloroquine

#Gilead stock up 16%.",04:54:42
256,256,2020-04-17,2020-04-17 02:35:27,1255830916745834496,"56 #Nursing #Home residents  are #CoronavirusPandemic positive. 39 elected the #Hydroxychloroquine 5 day treatment. All have completed the treatment &amp; all 56 are living at time of tweet. This &amp; #Gilead #remdesivir news R VERY ENCOURAGING!!
@JamesTodaroMD

https://t.co/AqXItIIbPL",02:35:27
257,257,2020-04-17,2020-04-17 12:09:07,1299823416044851201,"https://t.co/eQUJ5lPtoh
Greg Hunter on successful use of Hydroxychloroquine treatment for Covid-19 /coronovirus.
#Hydroxychloroquine",12:09:07
258,258,2020-04-19,2020-04-19 03:53:33,1312379832853049346,"#Remdesivir / #EIDD-2801 / #Avigan (favipiravir) / #Hydroxychloroquine + azithromycin / #Kaletra (antivirals lopinavir &amp; ritonavir) / #Actemra (immuno inhibitor tocilizumab) / #Losartan

Treatments for COVID-19: Drugs being tested against the coronavirus https://t.co/PEj3aDTYvE",03:53:33
259,259,2020-04-18,2020-04-18 08:26:04,1317074582554267654,"America is so politically polarised that watching the rhetoric from both sides ~ one gets the feeling each side is promoting a ‘’preferred’ treatment for #Covid_19 . 

#HydroxyChloroquine OR  #Remdesivir",08:26:04
260,260,2020-04-19,2020-04-19 12:08:42,1312799952305876997,"Wouldn't #HydroxyChloroquine treatment be cheaper at $100 

Total Cost of Her COVID-19 Treatment: $34,927.43 | Time https://t.co/pgBrHbveWZ",12:08:42
261,261,2020-04-19,2020-04-19 07:13:42,1253445919892275200,"Every #Drug, #Vaccine and #Treatment being tested to treat #COVID19 or #CoronavirusUSA or #CCPVirus.  https://t.co/PBqrtqsy3H 

#alwayslearning #upskillcreate #remdesivir #Hydroxychloroquine #chloroquine #Actemra #Kevzara #Jakavi #mRNA #Kaletra #Serology #NKG2D #NVX #RhACE2 #BCG",07:13:42
262,262,2020-04-22,2020-04-22 03:54:49,1288136314408382465,"Initial data-
#remdesivir: less effectiveness on severe pts
#Hydroxychloroquine: French study found no impact on pts
#lopinavir : showed no diff in viral load in 200 pts in March 
Let the data speak not the subjectivity in the #COVID19 era
W'll see how taming cytokine storm works",03:54:49
263,263,2020-04-21,2020-04-21 21:34:34,1283114037711196171,"If you find yourself rooting AGAINST any possible drug treatment for COVID19, for any reason, you may want to ask yourself: “When did I become such a bad person?” ????? #COVID19 #coronavirus #COVID?19 #pandemic #Hydroxychloroquine #remdesivir",21:34:34
264,264,2020-04-21,2020-04-21 08:44:36,1255792904569860101,"What we have right now to fight with #COVID19?

1. #Hydroxychloroquine + #Azithromycin
2. #Remdesivir
3. #PlasmaTherapy 

#IndiaFightsCorona",08:44:36
265,265,2020-04-22,2020-04-22 16:33:08,1261843895186382849,"Remdesivir - can it save the humanity from COVID-19? 
https://t.co/MWYJ3m036w
#Corona, #coronaTreatment, #corona_treatment, #covid19, #fekufakenews, #ffnews, #hydroxychloroquine, #newsSatire, #satirenews, #coronavirus, #COVID-19, #Remdesivir",16:33:08
266,266,2020-04-22,2020-04-22 14:24:33,1279167030147629058,"#NIH released treatment guidelines yesterday. No #hydroxychloroquine, #remdesivir.. yet. 
Note: It is a “living document” expected to be updated often as new clinical data accrue.
#coronavirus #COVID19 
https://t.co/DjJXjGZG2w",14:24:33
267,267,2020-04-22,2020-04-22 22:55:08,1281863211055083520,"#NIH: There's not enough data for docs to recommend #hydroxychloroquine, #remdesivir yet via @FierceHealth https://t.co/YrpYo2ZfnW #COVID19 #InfectionControl",22:55:08
268,268,2020-04-22,2020-04-22 14:13:57,1292079383990198272,"#Coronavirus Treatment: #Hydroxychloroquine Shows No Benefit, According to Report

https://t.co/PkXunykczd",14:13:57
269,269,2020-04-23,2020-04-23 02:28:37,1313936407317090305,"Study Of Hydroxychloroquine As Coronavirus Treatment Finds More Deaths, No Benefit

#Hydroxychloroquine

https://t.co/owQk7BzdKE",02:28:37
270,270,2020-04-23,2020-04-23 00:59:46,1250976135967649792,Doctor: Hundreds of COVID-19 Patients Recover With 3-Drug Regimen https://t.co/GoGmxXE1CY via @news_ntd. #COVID19 #Hydroxychloroquine #Zinc,00:59:46
271,271,2020-04-24,2020-04-24 07:00:17,1256705193871319041,"So #Remdesivir by @GileadSciences obvious no longer an option..
Also #Chloroquine and #Hydroxychloroquine pushed to hard. 
#COVID19 #medication",07:00:17
272,272,2020-04-24,2020-04-24 06:59:41,1256336099724517376,"Touted by Trump, #hydroxychloroquine and remdesivir 
#FAIL as coronavirus therapy in preliminary studies

https://t.co/TpnlEGh4Q9",06:59:41
273,273,2020-04-24,2020-04-24 09:41:44,1255590409113387009,Gilead’s Experimental COVID-19 Drug Remdesivir Flops in Human Trial: Report https://t.co/IiLRn0ImNo #Gilead #Covid_19 #drug #Hydroxychloroquine #SARSCoV2 #ICMR #2019nCoV,09:41:44
274,274,2020-04-24,2020-04-24 05:41:15,1258698569332084736,"? ?| #CoronavirusVaccine | #Oxford’s Jen Institute and Oxford Vaccine Group begins clinical trials on humans of a potential #vaccine amid reports of #Remdesivir and #Hydroxychloroquine failing as treatment drugs for novel coronavirus disease #Covid19

https://t.co/SR1ixLx5IO",05:41:15
275,275,2020-04-24,2020-04-24 07:59:35,1272072456614957060,Doctor: Hundreds of COVID-19 Patients Recover With 3-drug Regimen #Hydroxychloroquine  https://t.co/PIqbE443DD,07:59:35
276,276,2020-04-25,2020-04-25 17:44:05,1266365407528718336,"3 days ago we have hydroxycloroquin, 2 days ago we have remdesivir, yesterday we bleach and UV light. What are we having tomorrow?
#TrumpDisinfectant #Hydroxychloroquine #Remdesivir #TrumpIsALaughingStock #TrumpIsALoser #Extraction #lockdown #Coronavirustruth #CoronaHoax #Corona",17:44:05
277,277,2020-04-23,2020-04-23 22:28:07,1263589046409760771,#trump says #Hydroxychloroquine is a great treatment for #malaria. 'Nuff said.,22:28:07
278,278,2020-04-27,2020-04-27 05:39:17,1252966527751634945,#5G and smart cell poles are making cities more energy efficient: https://t.co/8YZzdfWx5f,05:39:17
279,279,2020-04-27,2020-04-27 07:27:56,1256345080752996352,"#COVID -19 TREATMENT STUDY #clinical trial. Everyone is trying to fin an effective treatment for #COVID19. Go for it, guys! #medicine #Hydroxychloroquine #remdesivir #plasma #heparin 
etc #Washington  https://t.co/a3HhH1rfUV",07:27:56
280,280,2020-04-27,2020-04-27 04:27:02,1277624925491249167,"Prof. Raoult MD, PhD discusses the latest results of his 
treatment with #Hydroxychloroquine + Azithromycin
 of over 2600 patients with Covid-19. He also  
discusses his views on the use of the drug Remdesivir.

 https://t.co/uotbnabwJC via @YouTube",04:27:02
281,281,2020-04-22,2020-04-22 03:18:27,1248377713699614725,Twitter Removes Tweet Reporting '#Hydroxychloroquine' As Treatment For Wuhan Virus https://t.co/zDU4jwNt12,03:18:27
282,282,2020-04-22,2020-04-22 09:28:50,1263435716169785344,"#Coronavirus #Treatment: #Hydroxychloroquine Shows No Benefit, According to #Report

https://t.co/GodvxX34fc",09:28:50
283,283,2020-04-21,2020-04-21 13:20:32,1255581082218426369,"#Italy Finally Starts Mass Treatment with #Hydroxychloroquine

https://t.co/tijuELheRE",13:20:32
284,284,2020-04-21,2020-04-21 11:01:21,1255581702707007488,"#SARS #CoV-2: Recent #Reports on #Antiviral Therapies Based on #Lopinavir/#Ritonavir, #Darunavir/#Umifenovir, #Hydroxychloroquine, #Remdesivir, #Favipiravir a... - PubMed - NCBI https://t.co/mzqSdV7lBm",11:01:21
285,285,2020-04-22,2020-04-22 04:24:42,1262788142635065348,"Plan to use #Hydroxychloroquine for #COVID19 treatment receives setback

https://t.co/CepfAAg1JJ",04:24:42
286,286,2020-04-21,2020-04-21 21:17:11,1317208793315495942,"NIH: ""There are insufficient clinical data to recommend either for or against using #hydroxychloroquine [or] #remdesivir for the treatment of COVID-19 (AIII)..."" https://t.co/wPip94uFBc",21:17:11
287,287,2020-04-22,2020-04-22 09:16:15,1312488582964158465,"These 2 were dominating the World till Jan 2020 

US $$
CRUDE OIL

March 2020 fighting for Domination

#Sanofi  #Hydroxychloroquine 

VS

#Gilead #Remdesivir 

First patient is USA in Seattle cured by using #Remdesivir",09:16:15
288,288,2020-04-21,2020-04-21 15:23:17,1253484947907719170,"""Solidarity"" is a clinical trial by #WHO to help find an effective treatment for #COVID19, for which the following treatment options were selected: #Remdesivir; #Lopinavir/#Ritonavir and #Chloroquine or #Hydroxychloroquine.

https://t.co/JcD12eijER",15:23:17
289,289,2020-04-20,2020-04-20 13:39:23,1265161951258214401,#US approves clinical trials of #hydroxychloroquine for #COVID19 treatment https://t.co/Hq6jYOBqT1,13:39:23
290,290,2020-04-21,2020-04-21 22:31:59,1273545959570628613,"#MAGA with #Hydroxychloroquine
Study Of Hydroxychloroquine As Coronavirus Treatment Finds More Deaths, No Benefit
https://t.co/khw2qGQvOd",22:31:59
291,291,2020-04-22,2020-04-22 10:15:28,1247653202629017601,"Study Of Hydroxychloroquine As Coronavirus Treatment Finds More Deaths, No Benefit #hydroxychloroquine  #covid19 https://t.co/StPAYNazZc",10:15:28
292,292,2020-04-20,2020-04-20 16:20:34,1276448557667684353,"Hydroxychloroquine Treatment for Covid-19 Benefits Sought in Global Research Effort to Establish Efficacy
#Hydroxychloroquine #HCQ #cseCODE #otcqbBKLF #TransdermalPatch #Covid19 #Treatment
Please refer to --&gt;
https://t.co/yfVO9B6Z8I",16:20:34
293,293,2020-04-18,2020-04-18 20:13:32,1256845252863963136,https://t.co/Du1o7zMq8T ACC believes short duration of treatment with care should mitigate risks associated with #HydroxyChloroquine treatment.,20:13:32
294,294,2020-04-19,2020-04-19 18:26:25,1278363078900449280,"#Remdesivir showing promising results.  #HydroxyChloroquine not efficacious in severe patients, maybe works better as prophylaxis or in moderate cases. Early data @GileadSciences suggests patients responding to treatment https://t.co/AsfnlZeifi via @statnews #coronavirus #COVID",18:26:25
295,295,2020-04-20,2020-04-20 03:30:17,1251770524008697857,Clinical trials using #hydroxychloroquine for treatment of covid19 in US: https://t.co/bNf7kBMxdF,03:30:17
296,296,2020-04-19,2020-04-19 05:34:07,1247848986209218562,"Drug Controller General permits clinical trial of convalescent plasma in Covid-19 patients https://t.co/imBNlb4OvB &lt;In a clinical trial, Lopinavir/Ritonavir did not demonstrate any benefit over standard of care. No reference to #Hydroxychloroquine ?&gt;",05:34:07
297,297,2020-04-24,2020-04-24 18:51:08,1277845063402491909,"#Hydroxychloroquine #COVID19 #coronavirus Successful Treatment
https://t.co/DcwtpYtJgZ",18:51:08
298,298,2020-04-24,2020-04-24 15:15:07,1264372301962887170,"Touted by Trump, #hydroxychloroquine and #remdesivir fail as #coronavirus therapy in preliminary clinical studies.

https://t.co/nyeVqQqj5b via @YahooNews",15:15:07
299,299,2020-04-23,2020-04-23 03:40:54,1313482687953489921,Plan To Use #Hydroxychloroquine For #COVID19 Treatment Receives Setback  https://t.co/icuKTmftN5,03:40:54
300,300,2020-04-24,2020-04-24 18:54:41,1248652319153102849,"Touted by Trump, #covidiot #hydroxychloroquine and #remdesivir fail as coronavirus therapy in preliminary studies https://t.co/a3eocfbd1I",18:54:41
301,301,2020-04-24,2020-04-24 23:00:19,1275895778842681344,"Is the @WHO helping #China downplay the possible helpful effects of Remdesivir because the said treatment is not by the said totalitarian country? https://t.co/vYIhAhydG1

#WHOLiedPeopleDied #ChinaLiedAndPeopleDied #ChinaMustPay",23:00:19
302,302,2020-04-23,2020-04-23 19:52:39,1288837198519951361,"Touted by @realDonaldTrump, #hydroxychloroquine and #remdesivir fail as #coronavirus therapy in preliminary studies
https://t.co/w8BkPe8YJy",19:52:39
303,303,2020-04-23,2020-04-23 22:09:29,1253594422979080192,"After the battle of #COVID19 treatment regimen including #Hydroxychloroquine, the next battle between #drug #administrations &amp; #pharmaceutical industries is which #vaccine will come first &amp; adopted? #science is moving and the #market will decide!",22:09:29
304,304,2020-04-24,2020-04-24 23:33:15,1266283045516009474,"Is the @WHO helping #China downplay the possible helpful effects of Remdesivir because the said treatment is not by the totalitarian country https://t.co/XRHk74VhAD

#WHOLiedPeopleDied #ChinaLiedAndPeopleDied #ChinaMustPay",23:33:15
305,305,2020-04-24,2020-04-24 23:33:47,1266418276046786565,"Is the @WHO helping #China downplay the possible helpful effects of Remdesivir because the said treatment is not by the totalitarian country? https://t.co/XRHk74VhAD

#WHOLiedPeopleDied #ChinaLiedAndPeopleDied #ChinaMustPay",23:33:47
306,306,2020-04-23,2020-04-23 17:20:04,1262796816522903553,The Media was Pushing for #remdesivir against #Hydroxychloroquine and now lets see what they will say #COVID19,17:20:04
307,307,2020-04-23,2020-04-23 19:10:02,1263077605668007936,"Touted by Trump, #hydroxychloroquine and remdesivir fail as coronavirus therapy in preliminary studies- YAHOO NEWS",19:10:02
308,308,2020-04-23,2020-04-23 23:21:50,1263399355106521088,"#COVID19 severe pneumonia drug RUCONEST® - 1st trial results:

Patients with severe pneumonia who did not improve despite standard treatment, including #hydroxychloroquine and lopinavir/ritonavir, were administered RUCONEST® and recovered within 48 hours!

https://t.co/3m8voNebbF",23:21:50
309,309,2020-04-24,2020-04-24 12:03:09,1280945368650432514,#Bahrain receives #Hydroxychloroquine for #COVID19 treatment https://t.co/27lISrjpZI #ArabianNews #GulfDaily,12:03:09
310,310,2020-04-25,2020-04-25 01:44:05,1263361615086252032,"""COVID-19 treatment: FDA says hydroxychloroquine touted by Trump is not safe or effective"" https://t.co/s3xLG2sscc #coronavirus #treatment #Trump #hydroxychloroquine #FDA #chloroquine",01:44:05
311,311,2020-04-23,2020-04-23 16:01:47,1263366556265766913,"SARS-CoV-2: Recent Reports on #Antiviral #Therapies Based on #Lopinavir/Ritonavir, #Darunavir/Umifenovir, #Hydroxychloroquine, #Remdesivir, #Favipiravir and Other Drugs for the #Treatment of the New #Coronavirus

https://t.co/karNyiPlPJ

https://t.co/jlpglWQDoY Powered by MM",16:01:47
312,312,2020-04-23,2020-04-23 16:49:02,1263376682104303617,#remdesivir Oh dang. Into the rubbish bin along w/ #hydroxychloroquine.,16:49:02
313,313,2020-04-23,2020-04-23 16:50:53,1263292294985158656,"So since #remdesivir and #hydroxychloroquine do not work, let's try live-long smoking. I've read today that might do the trick.",16:50:53
314,314,2020-04-23,2020-04-23 18:08:11,1263265403410604033,The media dismissed #Hydroxychloroquine but was very quick to promote #Remdesivir even tho very limited use and unproven. They hate HCQ bcz it’s cheap and #Trump likes it... they loved Remdesivir bcz its a expensive and a #BigPharma fave. Now It turns out REMDESIVIR DOESNT WORK!,18:08:11
315,315,2020-04-09,2020-04-09 12:51:18,1263366514456985600,.@DrOz on #COVID?19 treatment #Hydroxychloroquine https://t.co/4S9Q3UMT7S,12:51:18
316,316,2020-04-09,2020-04-09 21:16:38,1272060545235955713,"Connecticut receives donation of #hydroxychloroquine for COVID-19 treatment 
https://t.co/4EQ4wSRIhM @FOX61News",21:16:38
317,317,2020-04-10,2020-04-10 00:44:05,1250454701771853828,#HYDROXYCHLOROQUINE NEWS: #Wuhan Institute of Virology (#China) Sought to Patent #Gilead #Remdesivir. #CCPVirus #WuhanCoronaVirus #Coronavirus #Covid19 #ChinaLiedPeopleDied  https://t.co/qB6mVBdwD0,00:44:05
318,318,2020-04-09,2020-04-09 22:30:15,1312971981533278208,"A clinical trial to evaluate the safety and effectiveness of hydroxychloroquine for the treatment of adults hospitalized with COVID-19 has begun. https://t.co/glSVFEpmTL

#clinicaltrial #researchers #hydroxychloroquine #remdesivir #science #health #CoronavirusUSA #COVID?19",22:30:15
319,319,2020-04-09,2020-04-09 01:50:19,1256365633337524224,"Portugal.
Patients with respiratory failure or radiological evidence of pneumonia may be treated with #hydroxychloroquine or chloroquine for at least 7 days.
It's also acceptable to consider adding lopinavir/ritonavir.
Why not in the UK(except in a trial)?
https://t.co/tOpLlOjgFr",01:50:19
320,320,2020-04-08,2020-04-08 22:49:31,1253365273899532290,French #Hospital Stops #Hydroxychloroquine Treatment for #COVID19 Patient Over #MajorCardiacRisk  https://t.co/9QXQSiMMlG,22:49:31
321,321,2020-04-08,2020-04-08 22:00:35,1317194793819246593,My thoughts on #Hydroxychloroquine #chloroquine #remdesivir &amp; #COVID?19  https://t.co/nPPHpHSGwo,22:00:35
322,322,2020-04-09,2020-04-09 19:01:01,1318186422101331968,COVID-19: Treatment or Vaccine? – https://t.co/LiBzlVBxz0 https://t.co/jj6q8ILlj4 #covid_19 #covid19 #vaccines #treatment #hydroxychloroquine #pandemicresponse,19:01:01
323,323,2020-04-14,2020-04-14 22:51:30,1251770936845623297,"There are 24 clinical trials on drug repositioning to treat #COVID19, involving more than 20 medicines, such as human immunoglobulin, interferons, #chloroquine, #hydroxychloroquine, arbidol, #remdesivir, favipiravir, lopinavir, ritonavir, oseltamivir, met…https://t.co/NeiRGxbqUr",22:51:30
